program-name,current-version,experimental-version,status
dart-sass-1.94.2-fish,completions,completions,SAME
mpv-0.41.0,man,man,SAME
python3.13-jeepney,0.9,0.9,SAME
python3.13-mutagen,1.47.0,1.47.0,SAME
python3.13-curl-cffi,0.14.0b2,0.14.0b2,SAME
atomicparsley,20240608.083822.1ed9031,20240608.083822.1ed9031,SAME
python3.13-websockets,15.0.1,15.0.1,SAME
python3.13-yt-dlp-ejs,0.5.0,0.5.0,SAME
deno,2.6.10,2.6.10,SAME
python3.13-secretstorage,3.3.3,3.3.3,SAME
python3.13-pycryptodomex,3.23.0,3.23.0,SAME
yt-dlp,2026.02.21,2026.02.21,SAME
mpv-with-scripts,0.41.0,0.41.0,SAME
mpv-with-scripts-0.41.0-fish,completions,completions,SAME
gobject-introspection-wrapped-1.86.0-fish,completions,completions,SAME
wlvncc-0-unstable-2025-07-07-fish,completions,completions,SAME
wf-recorder-0.6.0-fish,completions,completions,SAME
socat-1.8.0.3-fish,completions,completions,SAME
wrap-gapps-hook-fish,completions,completions,SAME
gammastep,2.0.11,2.0.11,SAME
gammastep-2.0.11-fish,completions,completions,SAME
btop-1.4.5-fish,completions,completions,SAME
p7zip-17.06-fish,completions,completions,SAME
signal-desktop-8.0.0-fish,completions,completions,SAME
libdrm-2.4.131,bin,bin,SAME
nuspell-5.1.7,lib,lib,SAME
vscode,1.109.5,1.109.5,SAME
wtype-0.4-fish,completions,completions,SAME
hm-modules,messages,messages,SAME
home,manager.sh,manager.sh,SAME
link,unknown,unknown,SAME
node2nix-1.11.0-fish,completions,completions,SAME
gtk4-4.20.3-fish,completions,completions,SAME
vscode-extension-gitlens,17.7.1,17.7.1,SAME
vscode-extension-oderwat-indent-rainbow,8.3.1,8.3.1,SAME
vscode-extension-jnoortheen-nix-ide,0.5.0,0.5.0,SAME
hm_.vscodeextensions.extensionsimmutable.json,unknown,unknown,SAME
kconfig-6.20.0-fish,completions,completions,SAME
jetbrains-toolbox-2.5.2.35332-fish,completions,completions,SAME
gawk-5.3.2-fish,completions,completions,SAME
yad-14.1-fish,completions,completions,SAME
kcmutils-6.20.0-fish,completions,completions,SAME
qttools-5.15.18,bin,bin,SAME
antimicrox,3.5.1,3.5.1,SAME
antimicrox-3.5.1-fish,completions,completions,SAME
dummy-fc-dir2-fish,completions,completions,SAME
xdg-desktop-portal-gtk-1.15.3-fish,completions,completions,SAME
qtlocation-6.10.1-fish,completions,completions,SAME
vscode-1.109.5-fish,completions,completions,SAME
blueberry-1.4.8-fish,completions,completions,SAME
glib-2.86.3-fish,completions,completions,SAME
gsettings-desktop-schemas-49.1-fish,completions,completions,SAME
gnupg-2.4.8-fish,completions,completions,SAME
hm_homeceles.Xresources,unknown,unknown,SAME
sqlite-3.50.4-fish,completions,completions,SAME
KeyboardVisualizer-4.00-fish,completions,completions,SAME
ghostscript-with-X-10.06.0,fonts,fonts,SAME
graphicsmagick,1.3.45,1.3.45,SAME
gmic-3.6.2,lib,lib,SAME
portmidi,2.0.7,2.0.7,SAME
lensfun,0.3.4,0.3.4,SAME
pugixml,1.15,1.15,SAME
colord-gtk,0.3.1,0.3.1,SAME
osm-gps-map,1.2.0,1.2.0,SAME
darktable,5.2.1,5.2.1,SAME
darktable-5.2.1-fish,completions,completions,SAME
lan-mouse-0.10.0-fish,completions,completions,SAME
libsoup-3.6.5-fish,completions,completions,SAME
qtpositioning-6.10.1-fish,completions,completions,SAME
gtk+3-3.24.51-fish,completions,completions,SAME
networkmanager-qt-6.20.0-fish,completions,completions,SAME
generate-qmldir-fish,completions,completions,SAME
gradience-0.4.1-fish,completions,completions,SAME
awscli2-2.31.39-fish,completions,completions,SAME
libdbusmenu-gtk3-16.04.0-fish,completions,completions,SAME
hyprlang-0.6.6-fish,completions,completions,SAME
zlib-1.3.1-fish,completions,completions,SAME
dummy-xdg-mime-dirs1-fish,completions,completions,SAME
openrgb-0.9-fish,completions,completions,SAME
hypridle-0.1.7-fish,completions,completions,SAME
kitty-0.44.0-fish,completions,completions,SAME
python3-3.12.12-fish,completions,completions,SAME
evtest-1.36-fish,completions,completions,SAME
pkg-config-wrapper-0.29.2-fish,completions,completions,SAME
tinyxml2-11.0.0-fish,completions,completions,SAME
ncurses-6.5-fish,completions,completions,SAME
nnn-5.1-fish,completions,completions,SAME
test-python,env,env,SAME
modemmanager-qt,6.20.0,6.20.0,SAME
cairomm,1.18.0,1.14.5,DIFFERENT (current:1.18.0,exp:1.14.5)
pangomm,2.56.1,2.46.4,DIFFERENT (current:2.56.1,exp:2.46.4)
atkmm,2.28.4,2.28.4,SAME
gtkmm,4.20.0,3.24.10,DIFFERENT (current:4.20.0,exp:3.24.10)
gtksourceviewmm,3.21.3,3.21.3,SAME
update,flake,flake,SAME
libhandy,1.8.3,1.8.3,SAME
dconf-editor,49.0,49.0,SAME
python3.13-setproctitle,1.3.7,1.3.7,SAME
ps-procps,4.0.4,4.0.4,SAME
perl5.40.0-Cpanel-JSON-XS,4.37,4.37,SAME
inxi-3.3.39,1,1,SAME
libmateweather,1.28.1,1.28.1,SAME
mate-desktop,1.28.2,1.28.2,SAME
mate-menus,1.28.1,1.28.1,SAME
libmatekbd,1.28.0,1.28.0,SAME
libmatemixer,1.28.0,1.28.0,SAME
mate-settings-daemon,1.28.0,1.28.0,SAME
marco,1.28.1,1.28.1,SAME
mate-panel,1.28.7,1.28.7,SAME
xapp,3.2.0,3.2.0,SAME
bluez-tools-0-unstable-2020-10,24,24,SAME
pavucontrol,6.1,6.1,SAME
blueberry,1.4.8,1.4.8,SAME
KeyboardVisualizer,4.00,4.00,SAME
firefox,policies.json,policies.json,SAME
firefox-bin-unwrapped,148.0,148.0,SAME
ffmpeg-7.1.2,data,data,SAME
python3.12-pycairo,1.27.0,1.27.0,SAME
python3.12-pygobject,3.50.0,3.50.0,SAME
gobject-introspection-wrapped-1.84.0,dev,dev,SAME
python3.12-pygobject-3.50.0,dev,dev,SAME
libxmlb-0.3.22,lib,lib,SAME
python3.12-anyascii,0.3.2,0.3.2,SAME
python3.12-lxml,6.0.2,5.3.1,DIFFERENT (current:6.0.2,exp:5.3.1)
python3.12-webencodings,0.5.1,0.5.1,SAME
python3.12-tinycss2,1.4.0,1.4.0,SAME
python3.12-cssselect2,0.8.0,0.8.0,SAME
python3.12-yapsy-1.12.2-unstable-2023-03,29,29,SAME
python3.12-reportlab,4.4.0,4.4.0,SAME
python3.12-svglib,1.5.1,1.5.1,SAME
python3.12-material-color-utilities-python,0.1.5,0.1.5,SAME
gradience,0.4.1,0.4.1,SAME
tinyxml2,11.0.0,11.0.0,SAME
ltrace,0.7.91,0.7.91,SAME
libelf,0.8.13,0.8.13,SAME
chafa,1.18.0,1.18.0,SAME
libsysprof-capture,49.0,49.0,SAME
yyjson,0.12.0,0.12.0,SAME
fastfetch,2.55.1,2.55.1,SAME
fuzzel,1.13.1,1.13.1,SAME
fuzzel-emoji-unstable-2024-01,01,01,SAME
usbutils,018,018,SAME
wlvncc-0-unstable-2025-07,07,07,SAME
test,quickshell,quickshell,SAME
vesktop,1.6.4,1.6.4,SAME
eza,0.23.4,0.23.4,SAME
hyprcursor,0.1.13,0.1.13,SAME
test-dots-hyprland,venv,venv,SAME
apr,1.7.6,1.7.6,SAME
apr-util,1.6.3,1.6.3,SAME
lynx,2.9.2,2.9.2,SAME
apache-httpd,2.4.66,2.4.66,SAME
mod_dnssd,0.6,0.6,SAME
gnome-user-share,48.2,48.2,SAME
libcloudproviders,0.3.6,0.3.6,SAME
totem-pl-parser,3.26.6,3.26.6,SAME
libgxps,0.3.2,0.3.2,SAME
libgsf,1.14.53,1.14.53,SAME
localsearch,3.10.1,3.10.1,SAME
nautilus,49.2,49.2,SAME
lm-sensors-3.6.2,man,man,SAME
aria2,1.37.0,1.37.0,SAME
aria2-1.37.0,bin,bin,SAME
python3.12-pydantic-core,2.33.2,2.33.2,SAME
python3.12-wrapt,1.17.2,1.17.2,SAME
python3.12-h11,0.16.0,0.16.0,SAME
python3.12-httpcore,1.0.9,1.0.9,SAME
python3.12-httpx,0.28.1,0.28.1,SAME
python3.12-click,8.2.1,8.2.1,SAME
python3.12-uvicorn,0.35.0,0.35.0,SAME
python3.12-websockets,15.0.1,15.0.1,SAME
python3.12-deprecated,1.2.18,1.2.18,SAME
python3.12-mdurl,0.1.2,0.1.2,SAME
python3.12-markdown-it-py,3.0.0,3.0.0,SAME
python3.12-rich,14.1.0,14.1.0,SAME
python3.12-python-multipart,0.0.20,0.0.20,SAME
libcdio-2.2.0,lib,lib,SAME
python3.12-brotli,1.2.0,1.2.0,SAME
python3.12-shellingham,1.5.4,1.5.4,SAME
python3.12-typer,0.19.2,0.19.2,SAME
python3.12-orjson,3.11.3,3.11.3,SAME
python3.12-starlette,0.47.2,0.47.2,SAME
python3.12-annotated-types,0.7.0,0.7.0,SAME
python3.12-typing-inspection,0.4.2,0.4.2,SAME
python3.12-pydantic,2.11.7,2.11.7,SAME
python3.12-fastapi,0.116.1,0.116.1,SAME
python3.12-dill,0.4.0,0.4.0,SAME
python3.12-frozenlist,1.7.0,1.7.0,SAME
python3.12-aiohappyeyeballs,2.6.1,2.6.1,SAME
python3.12-propcache,0.3.2,0.3.2,SAME
python3.12-multidict,6.7.0,6.7.0,SAME
python3.12-yarl,1.22.0,1.22.0,SAME
python3.12-backports-zstd,1.0.0,1.0.0,SAME
python3.12-aiosignal,1.4.0,1.4.0,SAME
python3.12-aiohttp,3.13.3,3.13.2,DIFFERENT (current:3.13.3,exp:3.13.2)
python3.12-python-dotenv,1.1.1,1.1.1,SAME
python3.12-einops,0.8.1,0.8.1,SAME
python3.12-rpds-py,0.25.0,0.25.0,SAME
python3.12-referencing,0.36.2,0.36.2,SAME
python3.12-trove-classifiers,2025.9.11.17,2025.9.11.17,SAME
python3.12-bitsandbytes,0.48.2,0.48.2,SAME
qtlocation,6.10.1,6.10.1,SAME
compiler-rt-libc,21.1.7,21.1.2,DIFFERENT (current:21.1.7,exp:21.1.2)
clang,21.1.7,21.1.2,DIFFERENT (current:21.1.7,exp:21.1.2)
clang-wrapper,21.1.7,21.1.2,DIFFERENT (current:21.1.7,exp:21.1.2)
python3.12-ply,3.11,3.11,SAME
python3.12-jsonpath-ng,1.7.0,1.7.0,SAME
python3.12-jsonschema-specifications,2025.4.1,2025.4.1,SAME
python3.12-jsonschema,4.25.0,4.25.0,SAME
python3.12-pydantic-settings,2.10.1,2.10.1,SAME
onnxruntime,1.22.2,1.22.2,SAME
sentencepiece,0.2.1,0.2.1,SAME
python3.12-sentencepiece,0.2.1,0.2.1,SAME
uv,0.9.29,0.9.18,DIFFERENT (current:0.9.29,exp:0.9.18)
python3.12-pip,25.0.1,25.0.1,SAME
python3.12-gguf,0.17.1,0.17.1,SAME
python3.12-py-cpuinfo,9.0.0,9.0.0,SAME
comfyui,0.3.75,fonts,DIFFERENT (current:0.3.75,exp:fonts)
glow,2.1.1,2.1.1,SAME
gojq,0.12.17,0.12.17,SAME
networkmanager-qt,6.20.0,6.20.0,SAME
stoken,0.93,0.93,SAME
net-tools,2.10,2.10,SAME
vpnc-scripts-unstable-2023-01,03,03,SAME
openconnect-9.12-unstable-2025-01,14,14,SAME
ksvg,6.20.0,6.20.0,SAME
plasma-activities,6.5.5,6.5.5,SAME
libplasma,6.5.5,6.5.5,SAME
plasma-nm,6.5.5,6.5.5,SAME
iotop,0.6,0.6,SAME
wlogout,1.2.2,1.2.2,SAME
python3.11-numpy,1.26.4,1.26.4,SAME
libultrahdr,1.4.0,1.4.0,SAME
yaml-cpp,0.8.0,0.8.0,SAME
pystring-1.1.4-unstable-2025-10,07,07,SAME
minizip-ng,4.0.9,4.0.9,SAME
opencolorio,2.4.2,2.4.2,SAME
openimageio,3.1.7.0,3.1.7.0,SAME
python3.11-certifi,2025.07.14,2025.07.14,SAME
python3.11-idna,3.11,3.11,SAME
python3.11-urllib3,2.5.0,2.5.0,SAME
python3.11-charset-normalizer,3.4.3,3.4.3,SAME
python3.11-requests,2.32.5,2.32.5,SAME
python3.11-markupsafe,3.0.3,3.0.3,SAME
hdf5-threadsafe,1.14.6,1.14.6,SAME
alembic-1.8.8,lib,lib,SAME
python3.11-materialx,1.39.4,1.39.4,SAME
libspnav,1.2,1.2,SAME
openpgl,0.7.1,0.7.1,SAME
python3.11-pillow,12.1.0,12.1.0,SAME
openimagedenoise,2.3.3,2.3.3,SAME
c-blosc,1.21.6,1.21.6,SAME
openvdb,12.1.0,12.1.0,SAME
gle,3.1.2,3.1.2,SAME
python3.11-pyopengl,3.1.9,3.1.9,SAME
draco,1.5.7,1.5.7,SAME
opensubdiv,3.6.1,3.6.1,SAME
opensubdiv-3.6.1,static,static,SAME
python3.11-jinja2,3.1.6,3.1.6,SAME
embree,4.4.0,4.4.0,SAME
python3.11-openusd,25.05.01,25.05.01,SAME
clipper2,1.5.4,1.5.4,SAME
manifold,3.3.2,3.3.2,SAME
blender,5.0.1,5.0.1,SAME
kdialog,25.08.3,25.08.3,SAME
fzf-0.67.0,man,man,SAME
geoip,1.6.12,1.6.12,SAME
ipcalc,1.0.3,1.0.3,SAME
libspectre,0.2.12,0.2.12,SAME
jpegexiforient-unstable-2002-02,17,17,SAME
feh,3.11.2,3.11.2,SAME
python3.12-pywal,3.3.0,3.3.0,SAME
python3.12-ordered-set,4.1.0,4.1.0,SAME
python3.12-pluggy,1.6.0,1.6.0,SAME
python3.12-editables,0.5,0.5,SAME
python3.12-pathspec,0.12.1,0.12.1,SAME
python3.12-hatchling,1.27.0,1.27.0,SAME
python3.12-inotify-simple,1.3.5,1.3.5,SAME
python3.12-poetry-core,2.2.1,2.2.1,SAME
python3.12-setuptools-scm,9.0.1,9.0.1,SAME
python3.12-pygobject-3.54.5,dev,dev,SAME
python3.12-evdev,1.9.2,1.9.2,SAME
python3.12-pydbus,0.6.0,0.6.0,SAME
python3.12-appdirs,1.4.4,1.4.4,SAME
python3.12-watchdog,6.0.0,6.0.0,SAME
libdatachannel,0.23.2,0.23.2,SAME
schroedinger,1.0.11,1.0.11,SAME
libupnp,1.14.25,1.14.25,SAME
libdvbpsi,1.3.3,1.3.3,SAME
libmicrodns,0.2.0,0.2.0,SAME
libvlc-3.0.23,2,2,SAME
simde,0.8.2,0.8.2,SAME
obs-studio,32.0.1,32.0.1,SAME
obs-pipewire-audio-capture,1.2.1,1.2.1,SAME
wlrobs-unstable-2024-12,24,24,SAME
obs-vaapi,0.4.2,0.4.2,SAME
obs-vintage-filter,1.0.0,1.0.0,SAME
gstreamer-vaapi,1.26.5,1.26.5,SAME
wrapped-obs-studio,32.0.1,32.0.1,SAME
python3.12-distlib,0.4.0,0.4.0,SAME
python3.12-virtualenv,20.33.1,20.33.1,SAME
bluez-qt,6.20.0,6.20.0,SAME
grim,1.5.0,1.5.0,SAME
live555,2024.09.20,2024.09.20,SAME
qtx11extras,5.15.18,5.15.18,SAME
vlc-3.0.23,2,2,SAME
hypridle,0.1.7,0.1.7,SAME
python3.13-ruamel-base,1.0.0,1.0.0,SAME
python3.13-ruamel-yaml-clib,0.2.12,0.2.12,SAME
python3.13-ruamel-yaml,0.17.21,0.17.21,SAME
python3.13-jmespath,1.0.1,1.0.1,SAME
python3.13-docutils,0.21.2,0.21.2,SAME
python3.13-wcwidth,0.2.13,0.2.13,SAME
python3.13-colorama,0.4.6,0.4.6,SAME
python3.13-prompt-toolkit,3.0.51,3.0.51,SAME
python3.13-python-dateutil,2.9.0.post0,2.8.2,DIFFERENT (current:2.9.0.post0,exp:2.8.2)
awscli2,2.31.39,2.31.39,SAME
qt5ct,1.9,1.9,SAME
kdnssd,6.20.0,6.20.0,SAME
kdsoap,2.2.0,2.2.0,SAME
kdsoap-ws-discovery-client,0.4.0,0.4.0,SAME
plasma-activities-stats,6.5.5,6.5.5,SAME
syntax-highlighting,6.20.0,6.20.0,SAME
libkexiv2,25.08.3,25.08.3,SAME
kio-extras,25.08.3,25.08.3,SAME
kparts,6.20.0,6.20.0,SAME
kuserfeedback,6.20.0,6.20.0,SAME
dolphin,25.08.3,25.08.3,SAME
iperf,3.19.1,3.19.1,SAME
gnome-color-manager,3.32.0,3.32.0,SAME
gnome-remote-desktop,49.1,49.1,SAME
gnome-control-center,49.2.2,49.2.2,SAME
gnome-bluetooth-47.1,man,man,SAME
qt5compat-6.10.1,dev,dev,SAME
kirigami-6.20.0,dev,dev,SAME
kwidgetsaddons-6.20.0,dev,dev,SAME
breeze-icons-6.20.0,dev,dev,SAME
ki18n-6.20.0,dev,dev,SAME
plasma-wayland-protocols,1.19.0,1.19.0,SAME
plasma-wayland-protocols-1.19.0,dev,dev,SAME
kguiaddons-6.20.0,dev,dev,SAME
kconfig-6.20.0,dev,dev,SAME
kcolorscheme-6.20.0,dev,dev,SAME
kiconthemes-6.20.0,dev,dev,SAME
sonnet-6.20.0,dev,dev,SAME
qqc2-desktop-style-6.20.0,dev,dev,SAME
kirigami-wrapped,6.20.0,6.20.0,SAME
kcmshell6,network,network,SAME
hyprsunset,0.3.3,0.3.3,SAME
matugen,3.0.0,3.0.0,SAME
libxmlb-0.3.25,lib,lib,SAME
lvm2-2.03.38,lib,lib,SAME
pcsclite-2.4.1,lib,lib,SAME
ffmpeg-headless-8.0.1,data,data,SAME
lan-mouse,0.10.0,0.10.0,SAME
yq-go,4.50.1,4.50.1,SAME
openrgb-plugin-effects,0.9,0.9,SAME
bc,1.08.2,1.08.2,SAME
fzf,0.67.0,0.67.0,SAME
chromium-unwrapped-145.0.7632.116,sandbox,sandbox,SAME
chromium-145.0.7632.116,sandbox,sandbox,SAME
chromium-unwrapped,145.0.7632.116,145.0.7632.116,SAME
chromium,145.0.7632.116,145.0.7632.116,SAME
c-ares-1.34.6,dev,dev,SAME
tidal-hifi,5.20.1,6.1.0,DIFFERENT (current:5.20.1,exp:6.1.0)
eza-0.23.4,man,man,SAME
fastfetch-2.55.1,man,man,SAME
iperf-3.19.1,man,man,SAME
gnumake-4.4.1,man,man,SAME
adw-gtk3,6.4,6.4,SAME
humanity-icon-theme,0.6.16,0.6.16,SAME
gtk-engine-murrine,0.98.2,0.98.2,SAME
yaru,25.10.3,25.10.3,SAME
bluedevil,6.5.5,6.5.5,SAME
wofi-calc,1.1,1.1,SAME
rest,0.9.1,0.9.1,SAME
libimobiledevice-1.3.0-unstable-2024-05,20,20,SAME
libedit-20240808,3.1,3.1,SAME
ldb,2.9.2,2.9.2,SAME
python3.12-dnspython,2.7.0,2.7.0,SAME
libgdata,0.18.1,0.18.1,SAME
hyprwayland-scanner,0.4.5,0.4.5,SAME
swappy,1.8.0,1.8.0,SAME
libsass,3.6.6,3.6.6,SAME
sassc,3.6.2,3.6.2,SAME
usbutils-018,man,man,SAME
hyprpicker,0.4.5,0.4.5,SAME
rlwrap,0.46.2,0.46.2,SAME
translate-shell,0.9.7.1,0.9.7.1,SAME
leptonica,1.85.0,1.85.0,SAME
tesseract,5.5.1,5.5.1,SAME
kpty,6.20.0,6.20.0,SAME
kdesu,6.20.0,6.20.0,SAME
kde-cli-tools,6.5.5,6.5.5,SAME
qwt,6.3.0,6.3.0,SAME
disable-breaking,updates.py,updates.py,SAME
dee-unstable-2017-06,16,16,SAME
libunity-unstable-2021-02,01,01,SAME
discord.desktop,unknown,unknown,SAME
discord,0.0.125,0.0.125,SAME
noto-fonts-color-emoji-png,2.051,2.051,SAME
signal-desktop,8.0.0,8.0.0,SAME
clang-21.1.7,lib,lib,SAME
compiler-rt-libc-21.1.7,dev,dev,SAME
cowsay,3.8.4,3.8.4,SAME
wlogout-1.2.2,man,man,SAME
playerctl,2.4.1,2.4.1,SAME
dart-sass,1.94.2,1.94.2,SAME
hyprlock,0.9.2,0.9.2,SAME
aws-cdk,2.1004.0,2.1004.0,SAME
compare,modes,modes,SAME
nnn,5.1,5.1,SAME
plasmawindowed,network,network,SAME
home-configuration-reference,manpage,manpage,SAME
home-manager,path,path,SAME
zip-3.0-fish,completions,completions,SAME
gnome-shell-49.2-fish,completions,completions,SAME
wireplumber-0.5.12-fish,completions,completions,SAME
quickshell-0.2.1-fish,completions,completions,SAME
ethtool-6.15-fish,completions,completions,SAME
ripgrep-15.1.0-fish,completions,completions,SAME
firefox-bin-148.0-fish,completions,completions,SAME
gnome-control-center-49.2.2-fish,completions,completions,SAME
glow-2.1.1-fish,completions,completions,SAME
ssh-tools-1.9-fish,completions,completions,SAME
pciutils-3.14.0-fish,completions,completions,SAME
playerctl-2.4.1-fish,completions,completions,SAME
quickshell-restart-fish,completions,completions,SAME
pango-1.57.0-fish,completions,completions,SAME
killall-psmisc-23.7-fish,completions,completions,SAME
shared-mime-info-2.4-fish,completions,completions,SAME
libffi-3.5.2-fish,completions,completions,SAME
tesseract-5.5.1-fish,completions,completions,SAME
openssl-3.6.1-fish,completions,completions,SAME
brightnessctl-0.5.1-fish,completions,completions,SAME
xwayland-24.1.9-fish,completions,completions,SAME
nodejs-20.20.0-fish,completions,completions,SAME
iotop-0.6-fish,completions,completions,SAME
update-flake-fish,completions,completions,SAME
fuzzel-1.13.1-fish,completions,completions,SAME
git-lfs-3.7.1-fish,completions,completions,SAME
clang-wrapper-21.1.7-fish,completions,completions,SAME
wget-1.25.0-fish,completions,completions,SAME
hyprlock-0.9.2-fish,completions,completions,SAME
qtdeclarative-6.10.1-fish,completions,completions,SAME
tk-8.6.16-fish,completions,completions,SAME
python3.12-pip-25.0.1-fish,completions,completions,SAME
lm-sensors-3.6.2-fish,completions,completions,SAME
waypipe-0.10.5-fish,completions,completions,SAME
python3.12-virtualenv-20.33.1-fish,completions,completions,SAME
networkmanager-1.54.3-fish,completions,completions,SAME
libpulseaudio-17.0-fish,completions,completions,SAME
quickshell-reset.sh-fish,completions,completions,SAME
kde-cli-tools-6.5.5-fish,completions,completions,SAME
cairomm-1.14.5-fish,completions,completions,SAME
readline-8.3p1-fish,completions,completions,SAME
bluez-qt-6.20.0-fish,completions,completions,SAME
fzf-0.67.0-fish,completions,completions,SAME
zenity-4.2.1-fish,completions,completions,SAME
nil-2025-06-13-fish,completions,completions,SAME
adw-gtk3-6.4-fish,completions,completions,SAME
gtksourceviewmm-3.21.3-fish,completions,completions,SAME
chromium-145.0.7632.116-fish,completions,completions,SAME
polkit-126-fish,completions,completions,SAME
xz-5.8.1-fish,completions,completions,SAME
test-dots-hyprland-venv-fish,completions,completions,SAME
gojq-0.12.17-fish,completions,completions,SAME
ydotool-1.0.4-fish,completions,completions,SAME
zstd-1.5.7-fish,completions,completions,SAME
test-python-env-fish,completions,completions,SAME
pavucontrol-6.1-fish,completions,completions,SAME
gvfs-1.57.2-fish,completions,completions,SAME
sd-switch,0.6.2,0.6.2,SAME
wlogout-1.2.2-fish,completions,completions,SAME
bzip2-1.0.8-fish,completions,completions,SAME
kcmshell6-network-fish,completions,completions,SAME
check-link,targets.sh,targets.sh,SAME
ki18n-6.20.0-fish,completions,completions,SAME
dconf-0.49.0-fish,completions,completions,SAME
sudo-1.9.17p2-fish,completions,completions,SAME
fastfetch-2.55.1-fish,completions,completions,SAME
gnome-keyring-48.0-fish,completions,completions,SAME
bc-1.08.2-fish,completions,completions,SAME
network-manager-applet-1.36.0-fish,completions,completions,SAME
at-spi2-core-2.58.2-fish,completions,completions,SAME
man-db-2.13.1-fish,completions,completions,SAME
hyprsunset-0.3.3-fish,completions,completions,SAME
libadwaita-1.8.2-fish,completions,completions,SAME
ninja-1.13.1-fish,completions,completions,SAME
gnome-bluetooth-47.1-fish,completions,completions,SAME
usbutils-018-fish,completions,completions,SAME
tree-2.2.1-fish,completions,completions,SAME
setup-dots-hyprland,venv,venv,SAME
aria2-1.37.0-fish,completions,completions,SAME
gtkmm-3.24.10-fish,completions,completions,SAME
hm_homecelesaimcpmcpchatgptresponsesshell.nix,unknown,unknown,SAME
hm_homeceles.cache.keep,unknown,unknown,SAME
alacritty.toml,unknown,unknown,SAME
hm_fontconfigconf.d52hmdefaultfonts.conf,unknown,unknown,SAME
bash-completion,2.17.0,2.17.0,SAME
bashrc,unknown,unknown,SAME
hm_userdirs.conf,unknown,unknown,SAME
hm_gitconfig,unknown,unknown,SAME
config.fish,unknown,unknown,SAME
hm_environment.d10homemanager.conf,unknown,unknown,SAME
cursor,barrier,barrier,SAME
hm_hyprhyprland.conf,unknown,unknown,SAME
hm_.awsamazonqmcp.json,unknown,unknown,SAME
tray.target,unknown,unknown,SAME
man,cache,cache,SAME
hm_.manpath,unknown,unknown,SAME
hm_.kirosettingsmcp.json,unknown,unknown,SAME
quickshell.service,unknown,unknown,SAME
mcp,unknown,unknown,SAME
ltrace-0.7.91-fish,completions,completions,SAME
translate-shell-0.9.7.1-fish,completions,completions,SAME
wev-1.1.0-fish,completions,completions,SAME
bash-interactive-5.3p3-fish,completions,completions,SAME
hyprpicker-0.4.5-fish,completions,completions,SAME
nautilus-49.2-fish,completions,completions,SAME
rsync-3.4.1-fish,completions,completions,SAME
slurp-1.5.0-fish,completions,completions,SAME
iperf-3.19.1-fish,completions,completions,SAME
which-2.23-fish,completions,completions,SAME
gcc-14.3.0-fish,completions,completions,SAME
curl-8.18.0-fish,completions,completions,SAME
blender-5.0.1-fish,completions,completions,SAME
gnused-4.9-fish,completions,completions,SAME
swww-0.11.2-fish,completions,completions,SAME
python3-3.12.12-env-fish,completions,completions,SAME
swappy-1.8.0-fish,completions,completions,SAME
grim-1.5.0-fish,completions,completions,SAME
kdenlive-25.08.3-fish,completions,completions,SAME
home-configuration-reference-manpage-fish,completions,completions,SAME
nmap-7.98-fish,completions,completions,SAME
xdg-user-dirs-0.19-fish,completions,completions,SAME
gnumake-4.4.1-fish,completions,completions,SAME
wlsunset-0.4.0-fish,completions,completions,SAME
celes-fish,completions,completions,SAME
hm_hyprhypridle.conf,unknown,unknown,SAME
hypridle.service,unknown,unknown,SAME
hm_homecelesaimcpopenaidallerunserver.sh,unknown,unknown,SAME
comfyui.service,unknown,unknown,SAME
hm_homecelesaimcpopenaidalleshell.nix,unknown,unknown,SAME
hyte-touch,display.service,display.service,SAME
hm_homeceles.localstate.keep,unknown,unknown,SAME
bash_profile,unknown,unknown,SAME
hm_fontconfigconf.d10hmfonts.conf,unknown,unknown,SAME
wrapped-obs-studio-32.0.1-fish,completions,completions,SAME
jq-1.8.1-fish,completions,completions,SAME
bibata-cursors-2.0.7-fish,completions,completions,SAME
kdialog-25.08.3-fish,completions,completions,SAME
libappindicator-gtk3-12.10.1+20.10.20200706.1-fish,completions,completions,SAME
gtksourceview-3.24.11-fish,completions,completions,SAME
libportal-gtk4-0.9.1-fish,completions,completions,SAME
vscode-global-storage,modify,modify,SAME
plex-desktop-1.109.0-fish,completions,completions,SAME
hyprutils-0.10.2-fish,completions,completions,SAME
kcoreaddons-6.20.0-fish,completions,completions,SAME
aws-cdk-2.1004.0-fish,completions,completions,SAME
qt5compat-6.10.1-fish,completions,completions,SAME
modemmanager-qt-6.20.0-fish,completions,completions,SAME
kirigami-wrapped-6.20.0-fish,completions,completions,SAME
yq-go-4.50.1-fish,completions,completions,SAME
discord-0.0.125-fish,completions,completions,SAME
starship-1.24.2-fish,completions,completions,SAME
cliphist-0.7.0-fish,completions,completions,SAME
test-quickshell-fish,completions,completions,SAME
dummy-fc-dir1-fish,completions,completions,SAME
cleanup,unknown,unknown,SAME
wofi-calc-1.1-fish,completions,completions,SAME
opencv-4.12.0-fish,completions,completions,SAME
libreelec-dvb-firmware-1.5.0,zstd,zstd,SAME
blueman-2.4.6_fish,completions,completions,SAME
unit-script-pre-sleep,start,start,SAME
etc-sysctl.d-60,nixos.conf,nixos.conf,SAME
chfn.pam,unknown,unknown,SAME
unit-script-linger-users,start,start,SAME
unit-script-prepare-kexec,start,start,SAME
unit-prepare,kexec.service,kexec.service,SAME
